dirbt_id|sav_pavadinimas|seniunijos_pavad|statinio_kategorija|obje_tipas|pask_tipas|atr_uzstatytas_plotas|bendras_plotas|naudingas_plotas|gyv_plotas|verslo_plotas|pagalb_nenaud_plotas|pagalb_naud_plotas|rusiu_plotas|garazu_plotas|patalpu_kaip_atsir_nt_skaicius|gyv_pask_patalpu_sk|pastato_energ_naud_klase|aukstu_skaicius|stat_pradzios_metai|stat_pabaigos_metai|modern_pradzios_metai|modern_pabaigos_metai|sildymas|vandentiekis|nuoteku_salinimas|dujos|karstas_vanduo|elektra|virykle|vonios_kambarys|vedin_kondicionav|pamatai|sienos|stogo_konstrukcija|stogo_danga|perdanga|isores_apdaila|vidaus_apdaila|pertvaros|grindys|langai|durys|formavimo_data
7565421395159197|Kauno m. sav.|Žaliakalnio sen.||22|210|225|501,93||0|||||||||2||1993|||3|1|1|1|0|1|0|0|1|1|1|2|2|1|0|2|1|14|8|1|2026-08-03
75011414387917294|Kauno m. sav.|Kauno m.||28|240|14|0||0|||||||||1||1923|||0|||||1||||3|48|2|3|||||15||1|2026-08-03
74500090366920624|Kauno m. sav.|Kauno m.||26|266|22|11,9||0|||||||||1||1969||||||||1||||2|6||6|3|||9|8|1|2|2026-08-03
74466208147402832|Kauno m. sav.|Kauno m.||28|240|23|0||0|||||||||1||1962||||||||||||12|1|2|3|||||||1|2026-08-03
75700448673807832|Kauno m. sav.|Šančių sen.||20|140|154|181,73|181,73|132,09|||49,64||||4||1||1908|||4|||||||||1|30|2|3|3|2||1|8|1|1|2026-08-03
74485878362283264|Kauno m. sav.|Kauno m.||28|240|57|0||0|||||||||1||1947||||1|2|||1||||2|48|2|3|3|||12|8|1|1|2026-08-03
74485862481704704|Kauno m. sav.|Kauno m.||28|240|16|0||0|||||||||1||1978||||||||||||12|1||21||||||||2026-08-03
75031041435563245|Kauno m. sav.|Kauno m.||28|240|10|0||0|||||||||1||1977||||||||1||||2|1|1|21|||||||1|2026-08-03
75528487311816925|Kauno m. sav.|Vilijampolės sen.||22|212|930|798,47||0|||||||||1||1969|||0|1|1||0|1|||0|1|1|1|27|0|0|0|1|4|15|3|2026-08-03
75703551449713719|Kauno m. sav.|Žaliakalnio sen.||24|140|234|572,75|348,32|251,85|||96,47|19,51|||6||2||1935|||1|1|1|1||1|1|||2|1|2|3|3||1|1|8|1|1|2026-08-03
75589867272862002|Kauno m. sav.|Gričiupio sen.||20|110|140|235,55|142,65|111,86|||30,79|92,9|||1||1||1963|||3|1|1|1||1|1|||2|48|2|3|3|1|1|7|8|2|5|2026-08-03
75710364650464379|Kauno m. sav.|Žaliakalnio sen.|2|22|222|111|101,75||0|||||||||1|1892|1892|||3|1|1|0|0|1|0|0|1|2|1|2|3|3|0|1|1|15|1|1|2026-08-03
75688623347102565|Kauno m. sav.|Šančių sen.||20|110|66|54,47|54,47|39,48|||14,99||||||1||1925|||4|||1||1|1|||1|48||3|3|||12|8|1|1|2026-08-03
75671102404106516|Kauno m. sav.|Žaliakalnio sen.|2|22|210|173|348,59||0||||||||6|2|1931|1931|||3|1|1|0|1|1|0|1|1|2|1|2|2|1|2|1|1|14|8|1|2026-08-03
74249125160135862|Kauno m. sav.|Kauno m.||28|240|10|0||0|||||||||1||1938||||||||1||||3|48|2|3|||||8||1|2026-08-03
74465654814259791|Kauno m. sav.|Kauno m.||28|240|29|0||0|||||||||1||1987||||||||1||||2|1||3||||||||2026-08-03
75619854440974868|Kauno m. sav.|Petrašiūnų sen.||22|222|1596|1615,54||0|||||||||1|1984|1984|||0|1|1|0|0|1|0|0|0|2|8|2|2|1|0|1|1|15|15|8|2026-08-03
75631963939099295|Kauno m. sav.|Aleksoto sen.||20|110|71|98,06|98,06|65,12|||32,94|||||6|1|1952|1952|||3|1|1|1|1|1|1|1|1|2|30|2|2|3|6|2|1|35|8|1|2026-08-03
75620737672485727|Kauno m. sav.|Žaliakalnio sen.|2|20|110|114|249,15|187,88|143,13|||44,75|61,27|||||2|1957|1957|||3|1|1|1|1|1|1|1|1|2|1|2|2|1|0|3|1|8|8|1|2026-08-03
7474172218094359|Kauno m. sav.|Kauno m.||28|240|17|0||0|||||||||1||1939|||0|0|0|0||1||||1|1|2|3|1|0||0|15|1|1|2026-08-03
74464981026554702|Kauno m. sav.|Kauno m.||28|240|17|0||0|||||||||1||1989||||||||||||2|8||2|||||||8|2026-08-03
75700724044702933|Kauno m. sav.|Centro sen.||24|140|196|716,22|652,03|419,46||37,97|232,57|26,22|||8||3||1934|||1|1|1|1||1|1|||2|1|2|1|1||1|1|2|1|1|2026-08-03
74993404144586023|Kauno m. sav.|Kauno m.||28|240|62|0||0|||||||||1||1996||||||||||||2|11||6||||||||2026-08-03
74468176990931043|Kauno m. sav.|Kauno m.||28|240|30|0||0|||||||||1||1988||||||||||||12|1||21||||||||2026-08-03
75030891218167653|Kauno m. sav.|Kauno m.||28|240|41|0||0|||||||||1||1975||||||||||||2|1|2|21|1|||1|||1|2026-08-03
74466057950167155|Kauno m. sav.|Kauno m.||28|240|16|0||0|||||||||1||1986|||||||||||||8||7||||||||2026-08-03
74478077904557516|Kauno m. sav.|Kauno m.||28|240|33|0||0|||||||||1|1981|1981|||0|0|0|0||1||||2|1|2|2|1|2||0|15|1|1|2026-08-03
74465016590507777|Kauno m. sav.|Kauno m.||28|240|45|0||0|||||||||1||1958||||||||||||2|1|2|2|||||||1|2026-08-03
75638315183321786|Kauno m. sav.|Aleksoto sen.||20|110|42|35,23|35,23|19,56|||15,67||||1||1||1946|||4|||1||1|1|||1|30|2|11|8|||6|8|1|2|2026-08-03
7447049881634675|Kauno m. sav.|Kauno m.||28|240|17|0||0|||||||||1|1993|1993|||0|0|0|0||1||||2|1|2|3|3|0||0|15|1|8|2026-08-03
75599556547325253|Kauno m. sav.|Šančių sen.||20|110|119|278,95|189,15|106,99||3,73|82,16|60,4|25,67||||2||1961|||3|1|1|1||1|1|||2|1|2|3|1|||1|8|1|1|2026-08-03
75656747755665249|Kauno m. sav.|Žaliakalnio sen.||20|110|0|157,31|130,6|95,76|||34,84|26,71|||1|5|1||1936|||3|1|1|1||1|1|||2|30|2|1|3||2|12|8|1|1|2026-08-03
75701134533911627|Kauno m. sav.|Centro sen.|1|24|140|527|1647,62|1234,36|915,52|||318,84||||14|4|5|1960|1960|||1|1|1|0|1|1|2|1|1|2|19|1|20|1|3|1|2|14|8|1|2026-08-03
74926931762236887|Kauno m. sav.|Kauno m.||28|240|18,56|0||0|||||||||0||1956|||||||||||||2||9||||||||2026-08-03
75584968264930552|Kauno m. sav.|Gričiupio sen.||20|110|0|306,82|239,54|95,06|70,43||74,05|67,28|||||1||1964|||3|1|1|1||1|1|||2|11|2|3|2|||1|8|2|1|2026-08-03
74492817643179152|Kauno m. sav.|Kauno m.||28|240|26|0||0|||||||||1||1947||||||||||||12|38||21||||||||2026-08-03
74495042968165906|Kauno m. sav.|Žaliakalnio sen.|3|28|240|22|0||0|||||||||1|1990|2012|||0|0|0|0||1||||2|1|2|20|0|0||0|15|0|1|2026-08-03
74547480900350099|Kauno m. sav.|Kauno m.||28|240|0|0||0|||||||||0||1925|||0|0|0|0||0||||0|0|0|0|0|0||0|0|0|0|2026-08-03
75333579651150423|Kauno m. sav.|Kauno m.||22|212|130|120,76||0|||||||||1||1997|||0|1|1|||1||||1|48|2|2|3||2|8|14|1|1|2026-08-03
7533356766568472|Kauno m. sav.|Kauno m.||22|212|87|80,1||0|||||||||1||1997|||0|1|1|||1||||2|48|2|21|3|6|2|8|4|1|1|2026-08-03
74625179930228491|Kauno m. sav.|Kauno m.||28|240|92|0||0|||||||||1||1970||||||||||||12|1||3||||||||2026-08-03
75007273056810708|Kauno m. sav.|Panemunės sen.|3|28|240|27|0||0|||||||||1|1986|1986|||4|0|0|0||1||||2|1|2|3|1|0||0|15|1|1|2026-08-03
75662396623276937|Kauno m. sav.|Vilijampolės sen.||22|222|1462|4643,11||0|||||||||3|1982|1982|||3|1|1|1|1|1|0|1|1|1|1|1|20|1|0|1|1|14|1|1|2026-08-03
75401125850208167|Kauno m. sav.|Kauno m.||22|220|66|109,08||0|||||||||1||1984|||9|||||||||1|11||3|1|||1|15||2|2026-08-03
75401108819417112|Kauno m. sav.|Kauno m.||22|220|104|180,05||0|||||||||1||1984|||9|||||||||1|11||3|1|||1|15||2|2026-08-03
74881075543508674|Kauno m. sav.|Kauno m.||28|240|61|0||0|||||||||1||1989||||||||||||2|1||3||||||||2026-08-03
75589923060032774|Kauno m. sav.|Vilijampolės sen.||20|110|138|114,98|108,72|37,78||6,26|70,94||||1||1||1963|||3|0|0|0|0|1|0|||2|30|2|3|1|2|1|4|8|1|1|2026-08-03
75659414265209363|Kauno m. sav.|Kauno m.|2|22|220|181|150,98||0|||||||||1|1961|1961|||0|0|0|0|0|1|0|0|1|2|1|4|21|1|15|1|1|15|0|4|2026-08-03
75657108004075699|Kauno m. sav.|Šančių sen.||20|110|0|193,16|178,12|120,86|||57,26|15,04|||1||1||1936|||3|1|1|1||1|1|||2|1|2|1|1|2|2|1|8|1|1|2026-08-03
7498545347412075|Kauno m. sav.|Žaliakalnio sen.||22|220|23|16,88||0|||||||||1||1977|||1|||||||||1|11|1|4|1||||15|1|2|2026-08-03
74440953594403891|Kauno m. sav.|Kauno m.||28|240|39|0||0|||||||||1|1978|1978|||0|0|0|0||1||||2|1|2|3|1|0||0|15|1|1|2026-08-03
75198456974807842|Kauno m. sav.|Aleksoto sen.|2|20|110|155|193,55|152,12|110,95|||41,17|21,45|19,98|||5|2|1973|1973|||3|1|1|1|1|1|1|0|1|2|1|2|2|1|2|21|1|2|1|1|2026-08-03
75033136032263123|Kauno m. sav.|Šančių sen.|1|20|140|1566|4618,34|4618,34|3548,94|||1069,4|||63|63|5|4|1959|1959|||10|1|1|1|1|1|2|1|1|2|1|2|2|1|1|2|1|14|8|1|2026-08-03
74439562512741642|Kauno m. sav.|Kauno m.||28|240|4|0||0|||||||||1||1970||||||||1||||2|1||3|3||||15||1|2026-08-03
74438427178592656|Kauno m. sav.|Kauno m.||28|240|97|0||0|||||||||1||1975||||||||||||2|11||3||||||||2026-08-03
75611327014359672|Kauno m. sav.|Dainavos sen.||20|110|143|242,34|140,33|50,73|75,74||13,86|83,8|18,21||||2||1959|||3|1|1|1|1|1|1|||2|1|2|2|1|21|2|1||8|4|2026-08-03
7550550258025146|Kauno m. sav.|Dainavos sen.|1|24|214|1407|3069,07|153,79|80,84|||72,95||||||2|1971|1971|||10|1|1|0|1|1|2|1|1|2|3|4|20|1|0|2|1|4|8|1|2026-08-03
75690458190071502|Kauno m. sav.|Vilijampolės sen.||20|110|101|82,27|82,27|65,72|||16,55||||||1||1923|||3|1|1|1||1|1|||12|30||3|3|||1|8|||2026-08-03
75605908735211197|Kauno m. sav.|Kauno m.||22|220|0|20,94||0|||||||||1||1960|||10|||||1||||2|1||20|||||4|||2026-08-03
75428395874243576|Kauno m. sav.|Panemunės sen.||22|222|403|62,29||0|||||||||1||1980|||0|0|0|0|0|1|0|0||2|1|1|21|1|0|2|1|15|0|1|2026-08-03
744347913485046|Kauno m. sav.|Kauno m.||28|240|20|0||0|||||||||1||1980||||||||||||2|1|2|3|1||||||1|2026-08-03
75699316190072238|Kauno m. sav.|Centro sen.|2|22|222|94|78,88||0|||||||||2|1910|1910|||7|1|1|0|1|1|0|0|1|4|1|2|1|3|0|2|1|15|1|1|2026-08-03
75627676712798519|Kauno m. sav.|Aleksoto sen.|2|20|110|114|141,67|141,67|51,39|70,73||19,55||||||1|1954|1974|||6|1|1|1|1|1|1|0|1|2|30|2|3|3|2|2|1|3|1|1|2026-08-03
74474700565333549|Kauno m. sav.|Kauno m.||28|240|29|0||0|||||||||1||1960|||0|0|0|0||1||||2|1|2|2|3|0||0|0|0|1|2026-08-03
75343305485521317|Kauno m. sav.|Aleksoto sen.||20|110|90|0||0|||||||||1||1992|||0|||||||||1|0|||0|||0||0||2026-08-03
74475643189021667|Kauno m. sav.|Kauno m.||28|240|50|0||0|||||||||1||1964||||||||||||2|19||3||||||||2026-08-03
7482913555925981|Kauno m. sav.|Kauno m.||28|240|93|0||0|||||||||1||1969||||||||||||2|48|2|3|3||||8||1|2026-08-03
75546820630936415|Kauno m. sav.|Petrašiūnų sen.|2|20|140|358|1198,26|950,76|770,78|||179,98|247,5|||16|4|4|1968|1968|2015|2016|6|1|1|1|1|1|1|1|1|1|1|4|20|1|2|2|1|8|8|1|2026-08-03
74310340289650181|Kauno m. sav.|Vilijampolės sen.|3|28|240|39|0||0|||||||||1|1930|1930|||0|0|0|0||1||||2|30|2|2|3|0||0|15|1|1|2026-08-03
75503387120782195|Kauno m. sav.|Eigulių sen.||20|110|160|311,75|197,49|138,76|||58,73|114,26|||||1||1972|||3|1|2|1|1|1|1|1||2|1|2|3|1||1|1|8|1|1|2026-08-03
74313321712968741|Kauno m. sav.|Kauno m.||28|240|24|0||0|||||||||1||1971||||||||||||12|1||3|||||||1|2026-08-03
74313165147848442|Kauno m. sav.|Kauno m.||28|240|24|0||0|||||||||1||1978||||||||||||2|1|1|20||||||||2026-08-03
7497669268436552|Kauno m. sav.|Kauno m.||28|240|76|0||0|||||||||1||1975||||||||||||2|1|2|3|||||||1|2026-08-03
75616356375342517|Kauno m. sav.|Žaliakalnio sen.||20|110|112|80,66|80,66|41,25|||39,41||||||1||1958|||1|1|1|1|1|1|1|||2|48|2|3|3|1|2|1|8|1|1|2026-08-03
75697752991012321|Kauno m. sav.|Aleksoto sen.|2|20|140|252|279,56|279,56|186,06|||93,5||||1||2|1912|1912|||3|1|2|0|1|1|0|1|1|4|1|2|3|3|0|1|1|8|1|1|2026-08-03
65193029515300469|Kauno m. sav.|Panemunės sen.|2|20|110|88|114,52|52,66|0|||52,66|61,86|||||1|2009|2014|||0|0|0|0|0|0|0|0|0|1|30|2|0|3|0|0|17|0|0|0|2026-08-03
74561259287969667|Kauno m. sav.|Kauno m.||28|240|18|0||0|||||||||1||1967||||||||||||3|48|1|27|||||||1|2026-08-03
74833324065558912|Kauno m. sav.|Kauno m.||28|240|17,55|0||0|||||||||1||1967|||||||||||||11||11||||||||2026-08-03
74445475653554638|Kauno m. sav.|Panemunės sen.|3|28|240|21|0||0|||||||||1|1958|1958|||0|0|0|0||1||||2|30|2|3|3|0||12|8|1|1|2026-08-03
74561249193089998|Kauno m. sav.|Kauno m.|3|28|240|35|0||0|||||||||1|1976|1976|||0|0|0|0||1||||2|1|1|20|1|0||1|15|8|1|2026-08-03
75688923920778903|Kauno m. sav.|Aleksoto sen.|2|20|140|174|295,27|295,27|188,1|||107,17||||||2|1925|1925|||3|1|2|1|1|1|2|1|1|1|14|2|2|3|3|1|1|8|8|1|2026-08-03
74946208601110703|Kauno m. sav.|Vilijampolės sen.||28|240|36|0||0|||||||||1||1997||||||||1||||2|1|2|2|3|||1|15||1|2026-08-03
74472200412337944|Kauno m. sav.|Kauno m.||28|240|20|0||0|||||||||1||1978|||0|0|0|0||1||||2|1||21|1||||||1|2026-08-03
74468789961588747|Kauno m. sav.|Kauno m.||28|240|19|0||0|||||||||1||1981|||||||||||||11||3||||||||2026-08-03
75153703324375071|Kauno m. sav.|Panemunės sen.|2|20|110|96|139,49|129,99|78,38|||51,61|9,5||||4|1|1992|1992|||3|1|1|0|1|1|0|1|1|2|30|2|2|3|1|3|17|25|1|1|2026-08-03
74617851604498686|Kauno m. sav.|Dainavos sen.|1|24|140|1811|5799,65|4254,95|1823,19||17,94|2431,76|1509,97||93|60||5|1999|2000|||6|1|1|1|1|1|2|1|1|2|1|2|2|1|0|1|1|8|8|1|2026-08-03
75640724814880378|Kauno m. sav.|Panemunės sen.|2|24|140|239|203,29|203,29|133,64|||69,65||||4||1|1957|1990|||3|1|1|0|1|1|0|1|1|2|14|2|2|1|2|1|3|8|1|1|2026-08-03
74465443380141563|Kauno m. sav.|Kauno m.||28|240|34|0||0|||||||||1||1973||||||||||||12|47||24||||||||2026-08-03
74467437583979335|Kauno m. sav.|Kauno m.||28|240|43|0||0|||||||||1||1948||||||||||||3|48||27||||||||2026-08-03
74978236946608143|Kauno m. sav.|Aleksoto sen.||28|240|319|0||0|||||||||1||1985|||0|0|0|0||1||||2|1|1|21|1|0||1|15|1|8|2026-08-03
75670537160873866|Kauno m. sav.|Žaliakalnio sen.|2|20|110|100|123,31|123,31|94,2|||29,11||||1|9|2|1931|1931|||6|1|1|1|1|1|1|1|1|2|30|2|3|12|1|2|8|35|8|1|2026-08-03
74464020907369838|Kauno m. sav.|Kauno m.||28|240|21|0||0|||||||||1||1960|||0|0|0|0||1||||12|48|2|3|3|3||1|15|1|1|2026-08-03
75031971998123892|Kauno m. sav.|Aleksoto sen.||22|296|11|6,32||0|||||||||1||1972||||||||1||||2|1|1|21|1||1||15|1|1|2026-08-03
75661842757113976|Kauno m. sav.|Centro sen.|2|24|140|232|570,23|509,7|422,58|||87,12|25,67||10|9|4|3|1932|1937|||6|1|1|1|1|1|3|1|1|2|1|2|2|1|2|1|1|35|8|1|2026-08-03
83573684569287487|Kauno m. sav.|Panemunės sen.||26|266|88,71|82,05||0||||||||7|1|1987|2005|||1|2|2|0|0|1|0|0|0|12|1|2|3|1|0|3|1|25|1|1|2026-08-03
65145996017519775|Kauno m. sav.|Aleksoto sen.||28|240|48|0||0|||||||||1|2011|2011|||0|0|0|0||0||||2|48|2|2|0|0||12|0|0|1|2026-08-03
65142216817464044|Kauno m. sav.|Šilainių sen.|2|20|120|205|238,45|208,53|165,06|||43,47||29,92||2|5|2|2011|2013|||3|1|1|1|1|1|2|1|1|2|1|1|20|1|2|1|1|13|8|1|2026-08-03
74102890112475811|Kauno m. sav.|Kauno m.||28|240|15|0||0|||||||||1||1999||||||||||||12|8|2|2|||||||8|2026-08-03
74208711302921504|Kauno m. sav.|Kauno m.||28|240|44|0||0|||||||||1||2001|||||||||||||11||4||||||||2026-08-03
74476043270408271|Kauno m. sav.|Kauno m.||28|240|10|0||0|||||||||1||1972||||||||1||||12|48||3||||||||2026-08-03
7489195774090536|Kauno m. sav.|Žaliakalnio sen.|4|28|240|64|0||0|||||||||1|1939|1939|||0|0|0|0||0||||3|48|2|3|0|21||12|0|0|1|2026-08-03
74846229405935952|Kauno m. sav.|Kauno m.|3|28|240|30|0||0|||||||||1|1993|1994|||0|0|0|0||1||||2|1|4|20|1|0|0|0|15|22|1|2026-08-03
74621206283451466|Kauno m. sav.|Petrašiūnų sen.||28|240|14|0||0|||||||||1||1955||||||||||||12|1||||||||||2026-08-03
75229384513148922|Kauno m. sav.|Aleksoto sen.||22|222|0|1157,54||0|||||||||1||1956||||||||||||3|30|2|3|3|5||1|4|1|1|2026-08-03
74310267783233949|Kauno m. sav.|Kauno m.||28|240|13|0||0|||||||||0||1978|||||||||||||25||9||||||||2026-08-03
75456729055205923|Kauno m. sav.|Eigulių sen.|2|22|220|117|196,07||0|||||||||1|1976|1976|||0|1|1|0|1|1|0|0|0|1|14|1|21|1|2|2|2|15|1|1|2026-08-03
75585041723943813|Kauno m. sav.|Kauno m.||22|296|73|55,83||0|||||||||1||1964|||9|||||1||||2|11|3|4|1|||1|4|||2026-08-03
75600219834070823|Kauno m. sav.|Panemunės sen.||20|110|91|192,53|122,33|70,37|||51,96|70,2|||1||2||1961|||3|1|1|1||1|1|||2|11|2|11|1|2|2|1|8|2|2|2026-08-03
74313100232227036|Kauno m. sav.|Kauno m.||28|240|21|0||0|||||||||1||1955||||||||||||12|48||21|||||||1|2026-08-03
7431196436288913|Kauno m. sav.|Kauno m.||28|240|20|0||0|||||||||1||1968||||||||||||12|48||||||||||2026-08-03
75630101213736936|Kauno m. sav.|Žaliakalnio sen.||20|110|95|70,51|69,07|39,01||1,44|30,06||||||1||1953|||3|1|1|1||1|1|||2|1|2|3|1||2|1|8|1|1|2026-08-03
74315348012270424|Kauno m. sav.|Kauno m.||28|240|28|0||0|||||||||1||1985||||||||||||12|48||3||||||||2026-08-03
74547231327171254|Kauno m. sav.|Kauno m.||28|240|23|0||0|||||||||1||1989|||0|0|0|0||1||||12|1|2|3|3|0||1|15|0|1|2026-08-03
74231193595925143|Kauno m. sav.|Kauno m.||28|240|57|0||0|||||||||1||2000||||||||||||12|8||3||||||||2026-08-03
75605824761665025|Kauno m. sav.|Gričiupio sen.||20|110|95|124,45|122,33|69,42||2,12|52,91||||||2||1960|||3|1|1|1||1|1|||2|1|2|3|1||2|1|8|1|1|2026-08-03
7446894420622599|Kauno m. sav.|Kauno m.||28|240|21|0||0|||||||||1||1989||||||||||||3|6||4|||||||1|2026-08-03
74487530252159248|Kauno m. sav.|Kauno m.||28|240|25|0||0|||||||||1||1954||||||||1||||2|30|2|3|3||||15||1|2026-08-03
74643540193670199|Kauno m. sav.|Petrašiūnų sen.||26|266|0|90,6||0|||||||||1||1985||||||||1||||1|1||3|3|||1|8|1|1|2026-08-03
75692913571030349|Kauno m. sav.|Aleksoto sen.||20|140|141|261,75|237,69|142,26|||95,43|24,06|||7||2||1920|||4|||||1||||2|30|2|11|3|5|1|7|20|2|2|2026-08-03
65189421976241085|Kauno m. sav.|Kauno m.||28|240|37|0||0|||||||||1|2009|2009|||0|0|0|0||0||||2|48|2|2|0|5||0|15|0|1|2026-08-03
74261181717474062|Kauno m. sav.|Kauno m.||28|240|32|0||0|||||||||1||1992||||||||1||||2|11|2|11|1|||1|15|2|2|2026-08-03
75392992390625468|Kauno m. sav.|Kauno m.||22|210|0|3937,62||0||||||||7|4||1985|||1|1|1|||1||||2|1|1|21|1|||1|3|1|1|2026-08-03
74394053219845532|Kauno m. sav.|Kauno m.||28|240|29|0||0|||||||||1||1966||||||||||||2|11||3||||||||2026-08-03
75636542094631679|Kauno m. sav.|Aleksoto sen.||20|120|0|124,62|98,21|65,12||6,74|33,09|19,67|||2||1||1948|||3|1|1|1|||1|||2|11|2|1|3|||6|8|2|2|2026-08-03
75335238744716121|Kauno m. sav.|Eigulių sen.||22|202|392|1185,73||0||||||||6|1|1995|1995|||3|1|1|1|0|1|0|1|1|1|1|2|2|1|2|1|1|31|8|1|2026-08-03
7488009761107646|Kauno m. sav.|Kauno m.||28|240|21|0||0|||||||||1||1970||||||||1||||2|1|2|3|1|||1|15||1|2026-08-03
75660184135426495|Kauno m. sav.|Vilijampolės sen.||20|140|0|198,19|143,05|93,43|||49,62|55,14|||3||2||1935|||4|1|1|1|||1|||12|2||1|||||8|||2026-08-03
75407363404354347|Kauno m. sav.|Šančių sen.||22|212|1826|1815,3||0|||||||||1|1983|1983|||3|1|1|1|1|1|0|1|1|2|1|1|20|1|15|1|1|21|15|1|2026-08-03
75606931809489353|Kauno m. sav.|Kauno m.||22|222|0|1095,44||0|||||||||1||1965||||||||1||||2|1||21|1|21|1|1|15|1|8|2026-08-03
75606896176190513|Kauno m. sav.|Dainavos sen.||22|220|754|644,83||0|||||||||1|1985|1985|||0|1|1|0|0|1|0|0|0|2|1|1|21|1|0|1|1|15|1|1|2026-08-03
74683892910161045|Kauno m. sav.|Kauno m.||28|240|24|0||0|||||||||1||1982||||||||1||||2|1|1|21||||||||2026-08-03
64947536873917605|Kauno m. sav.|Šilainių sen.|2|20|120|194|156,01|156,01|124,35|||31,66|||2|2|4|1|2016|2017|||3|1|1|1|1|1|2|1|3|2|19|2|2|3|2|2|2|35|8|6|2026-08-03
75690328586656766|Kauno m. sav.|Panemunės sen.||20|110|159|184,8|163|103,96||2,19|59,04|19,61|||1||1||1923|||3|1|1|1||1|1|||2|30||2|3|5|1|12|8|1|1|2026-08-03
75341328877529271|Kauno m. sav.|Vilijampolės sen.||20|110|142|462,24|289,02|228,76|||60,26|138,73|34,49||||1|1992|2011|||3|1|1|1|1|1|2|1|1|2|1|2|2|1|2|1|1|8|8|1|2026-08-03
75702969194356942|Kauno m. sav.|Žaliakalnio sen.|2|22|210|362|701,5||0|||||||||2|1959|1959|||10|1|1|0|1|1|0|1|1|1|1|2|2|1|2|2|1|3|8|1|2026-08-03
75712403554065263|Kauno m. sav.|Centro sen.||22|224|169|63,85||0|||||||||1||1870|||0|0|0|0|0|0|0|0|0|12|1|0|0|0|0|0|1|0|0|0|2026-08-03
6493481153792241|Kauno m. sav.|Šilainių sen.|2|20|120|156|247,56|212,84|143,74|||69,1||34,72|||4|2|2015|2021|||6|1|1|1|1|1|2|1|1|2|19|2|2|1|3|2|8|35|8|1|2026-08-03
74458434206431126|Kauno m. sav.|Kauno m.||28|240|29|0||0|||||||||1||1984||||||||1||||2|11|||||||||2|2026-08-03
64873991491653793|Kauno m. sav.|Kauno m.|4|20|110|102|79,06|79,06|59,8|||19,26||||||1|2019|2020|||6|1|1|1|1|1|2|1|1|2|19|2|2|3|2|2|2|14|8|1|2026-08-03
74561917523488661|Kauno m. sav.|Kauno m.||22|222|55|40,49||0|||||||||1||1980||||||||1||||2|11|1|21|1|||1|15|15|8|2026-08-03
75671166934025175|Kauno m. sav.|Kauno m.||22|224|101|83,38||0||||||||7|1||1955|||0|0|0|||1||||2|1|1|21|1|||1|23|1|1|2026-08-03
74818333854137178|Kauno m. sav.|Kauno m.||28|240|37|0||0|||||||||1||1949||||||||1||||2|48|2|3|3|1|||8||1|2026-08-03
74448049383632239|Kauno m. sav.|Kauno m.||28|240|18|0||0|||||||||1||1929||||||||||||3|32||7|||||||2|2026-08-03
75669481710689893|Kauno m. sav.|Kauno m.||22|224|1690|1611,34||0||||||||5|1|1964|1964|||0|0|0|0|0|1|0|0|0|2|1|1|21|1|0|2|1|4|1|1|2026-08-03
7566945332785692|Kauno m. sav.|Petrašiūnų sen.||22|220|954|837,43||0|||||||||1|1973|1973|||1|1|1|0|0|1|0|0|1|2|1|1|21|1|0|1|1|15|1|8|2026-08-03
74942076228151563|Kauno m. sav.|Žaliakalnio sen.||20|110|48|37,89|37,89|25,68|||12,21||||1|9|1||1891|||4|1|0|0|0|1||||3|48|2|2|3|5||14|8|1|1|2026-08-03
64873186970087593|Kauno m. sav.|Kauno m.|2|20|110|171|135,39|135,39|87,87|||47,52|||||1|1|2019|2019|||6|1|1|1|1|1|2|1|3|2|19|2|20|3|11|2|2|2|1|1|2026-08-03
75691821840111681|Kauno m. sav.|Kauno m.|2|22|210|1252|1685,46||0|||||||||2|1922|1922|||10|1|1|0|1|1|0|1|1|1|1|2|2|1|2|2|1|35|8|1|2026-08-03
7441440192270482|Kauno m. sav.|Kauno m.||28|240|44|0||0|||||||||1||1975||||||||1||||2|1|2|3|1|||1|15|1|1|2026-08-03
75687545589792224|Kauno m. sav.|Šilainių sen.||20|110|137|172,06|149,98|103,55||6|46,43|16,08|||||1||1925|||3|1|1|1|0|1|1|||2|30|2|2|3|5|1|12|8|1|1|2026-08-03
64923641890154551|Kauno m. sav.|Žaliakalnio sen.|1|20|110|305|528|255,75|174,38|||81,37|204,07|68,18||1|3|2|2015|2017|||3|1|1|1|1|1|3|1|3|1|26|2|1|1|1|2|1|14|1|1|2026-08-03
74794548558072077|Kauno m. sav.|Kauno m.||22|222|71|65,63||0|||||||||1||1957|||0|0|0|0|0|1||||2|1|1|21|1|0|0|0|15|0|8|2026-08-03
75150271921020403|Kauno m. sav.|Vilijampolės sen.||20|120|108|262,45|179,46|134,43|||45,03|82,99|||2|8|2|1994|1994|||3|1|1|1|0|1|2|1|1|2|1|2|3|1|2|1|1|2|8|1|2026-08-03
75150267316859254|Kauno m. sav.|Vilijampolės sen.||20|110|97|193,67|101,09|64,81|||36,28|92,58|||1||2||1994|||3|1|1|1||1|1|||2|1|2|3|1||1|1|8|1|1|2026-08-03
75150258108551027|Kauno m. sav.|Vilijampolės sen.||20|110|874|266,33|120,88|91,43||62,71|29,45|82,74|||1||2||1994|||3|1|1|1|1|1|1|||1|11||16|1|2||1|2|1|1|2026-08-03
